Product Name,Category,Sub-Category,Total_Orders,Total_Returns,Avg_Risk_Score,Risk_Level
"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes,20,2,0.042100245,Low
"Cameo Manila Envelope, Security-Tint",Office Supplies,Envelopes,16,1,0.039631207,Low
"Cameo Manila Envelope, Set of 50",Office Supplies,Envelopes,20,3,0.042708453,Low
"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes,18,1,0.041675431,Low
"Cameo Peel and Seal, Recycled",Office Supplies,Envelopes,13,0,0.041587262,Low
"Cameo Peel and Seal, Security-Tint",Office Supplies,Envelopes,17,1,0.042574973,Low
"Cameo Peel and Seal, Set of 50",Office Supplies,Envelopes,19,1,0.041613621,Low
"Cameo Peel and Seal, with clear poly window",Office Supplies,Envelopes,17,0,0.039533765,Low
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,1,0,0.032226433,Low
"Canon Copy Machine, Color",Technology,Copiers,21,2,0.046502324,Low
"Canon Copy Machine, Digital",Technology,Copiers,19,1,0.044912325,Low
"Canon Copy Machine, High-Speed",Technology,Copiers,21,0,0.046428182,Low
"Canon Copy Machine, Laser",Technology,Copiers,18,1,0.047465982,Low
"Canon Fax Machine, Color",Technology,Copiers,17,0,0.047060977,Low
"Canon Fax Machine, Digital",Technology,Copiers,25,2,0.047655322,Low
"Canon Fax Machine, High-Speed",Technology,Copiers,22,1,0.045509445,Low
"Canon Fax Machine, Laser",Technology,Copiers,14,2,0.047466497,Low
"Canon Fax and Copier, Color",Technology,Copiers,15,0,0.047618174,Low
"Canon Fax and Copier, Digital",Technology,Copiers,20,1,0.048485304,Low
"Canon Fax and Copier, High-Speed",Technology,Copiers,16,1,0.044250506,Low
"Canon Fax and Copier, Laser",Technology,Copiers,17,0,0.045127489,Low
Canon Image Class D660 Copier,Technology,Copiers,2,0,0.05055502,Low
Canon Imageclass D680 Copier / Fax,Technology,Copiers,5,0,0.047924553,Low
"Canon Ink, Color",Technology,Copiers,14,2,0.045163893,Low
"Canon Ink, Digital",Technology,Copiers,22,3,0.045815201,Low
"Canon Ink, High-Speed",Technology,Copiers,14,0,0.044144716,Low
"Canon Ink, Laser",Technology,Copiers,15,1,0.047051434,Low
Canon PC-428 Personal Copier,Technology,Copiers,6,0,0.053200343,Low
Canon PC1060 Personal Laser Copier,Technology,Copiers,4,0,0.05257809,Low
Canon PC1080F Personal Copier,Technology,Copiers,4,0,0.04889689,Low
Canon PC170 Desktop Personal Copier,Technology,Machines,2,0,0.047383627,Low
Canon PC940 Copier,Technology,Copiers,3,1,0.052675927,Low
"Canon Personal Copier, Color",Technology,Copiers,24,1,0.045523951,Low
"Canon Personal Copier, Digital",Technology,Copiers,17,0,0.046164407,Low
"Canon Personal Copier, High-Speed",Technology,Copiers,21,0,0.047236213,Low
"Canon Personal Copier, Laser",Technology,Copiers,15,2,0.048506928,Low
"Canon Wireless Fax, Color",Technology,Copiers,21,0,0.046856323,Low
"Canon Wireless Fax, Digital",Technology,Copiers,15,1,0.047073334,Low
"Canon Wireless Fax, High-Speed",Technology,Copiers,16,1,0.048699189,Low
"Canon Wireless Fax, Laser",Technology,Copiers,17,0,0.043962434,Low
Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,5,0,0.045688353,Low
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,1,0,0.036278495,Low
Canvas Sectional Post Binders,Office Supplies,Binders,6,0,0.047777362,Low
"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,34,1,0.042235933,Low
"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,42,2,0.042449261,Low
"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,46,1,0.042656644,Low
"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,35,0,0.041456814,Low
"Cardinal Binder Covers, Clear",Office Supplies,Binders,37,0,0.042732954,Low
"Cardinal Binder Covers, Durable",Office Supplies,Binders,31,1,0.04143331,Low
"Cardinal Binder Covers, Economy",Office Supplies,Binders,43,3,0.042730478,Low
"Cardinal Binder Covers, Recycled",Office Supplies,Binders,36,1,0.043844575,Low
"Cardinal Binder, Clear",Office Supplies,Binders,34,1,0.042537999,Low
"Cardinal Binder, Durable",Office Supplies,Binders,33,2,0.042341504,Low
"Cardinal Binder, Economy",Office Supplies,Binders,45,1,0.041864126,Low
"Cardinal Binder, Recycled",Office Supplies,Binders,43,5,0.041506284,Low
"Cardinal Binding Machine, Clear",Office Supplies,Binders,49,5,0.04148785,Low
"Cardinal Binding Machine, Durable",Office Supplies,Binders,33,2,0.041687871,Low
"Cardinal Binding Machine, Economy",Office Supplies,Binders,52,3,0.041155399,Low
"Cardinal Binding Machine, Recycled",Office Supplies,Binders,34,1,0.041650551,Low
Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,8,0,0.048164957,Low
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,9,0,0.049777861,Low
Cardinal Hold-It CD Pocket,Office Supplies,Binders,4,0,0.046863606,Low
Cardinal Holdit Business Card Pockets,Office Supplies,Binders,8,0,0.046893172,Low
Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,3,0,0.045830222,Low
"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,42,1,0.041685298,Low
"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,32,2,0.042615403,Low
"Cardinal Hole Reinforcements, Economy",Office Supplies,Binders,35,3,0.042636295,Low
"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,44,2,0.042170888,Low
"Cardinal Index Tab, Clear",Office Supplies,Binders,92,3,0.043333136,Low
"Cardinal Index Tab, Durable",Office Supplies,Binders,41,2,0.041983571,Low
"Cardinal Index Tab, Economy",Office Supplies,Binders,45,2,0.043425433,Low
Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,4,0,0.047744964,Low
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,10,0,0.0496515,Low
Cardinal Slant-D Ring Binders,Office Supplies,Binders,5,0,0.045325633,Low
"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings,3,0,0.049355562,Low
"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,8,0,0.047130333,Low
Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,12,1,0.046724722,Low
Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,5,0,0.047179383,Low
"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,6,1,0.046430512,Low
Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,8,1,0.045577181,Low
Catalog Binders with Expanding Posts,Office Supplies,Binders,8,0,0.046843846,Low
Cherry 142-key Programmable Keyboard,Technology,Accessories,1,0,0.051347158,Low
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,6,0,0.048350438,Low
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,6,0,0.049959556,Low
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,5,0,0.044017857,Low
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,6,0,0.045630863,Low
"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,6,1,0.045135498,Low
"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables,4,0,0.041238482,Low
"Chromcraft Coffee Table, Rectangular",Furniture,Tables,4,0,0.041982082,Low
"Chromcraft Coffee Table, with Bottom Storage",Furniture,Tables,3,0,0.043366826,Low
"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,7,0,0.040685961,Low
"Chromcraft Computer Table, Fully Assembled",Furniture,Tables,4,1,0.040618556,Low
"Chromcraft Computer Table, Rectangular",Furniture,Tables,1,0,0.04261167,Low
"Chromcraft Computer Table, with Bottom Storage",Furniture,Tables,8,1,0.046881511,Low
"Chromcraft Conference Table, Adjustable Height",Furniture,Tables,3,0,0.042995868,Low
"Chromcraft Conference Table, Fully Assembled",Furniture,Tables,2,0,0.048902934,Low
"Chromcraft Conference Table, Rectangular",Furniture,Tables,7,2,0.045347954,Low
"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,9,1,0.043125847,Low
Chromcraft Rectangular Conference Tables,Furniture,Tables,9,0,0.05126801,Low
Chromcraft Round Conference Tables,Furniture,Tables,13,0,0.048645673,Low
"Chromcraft Round Table, Adjustable Height",Furniture,Tables,11,0,0.043344032,Low
"Chromcraft Round Table, Fully Assembled",Furniture,Tables,3,0,0.048807787,Low
"Chromcraft Round Table, Rectangular",Furniture,Tables,3,0,0.041419091,Low
"Chromcraft Round Table, with Bottom Storage",Furniture,Tables,5,0,0.042075639,Low
"Chromcraft Training Table, Adjustable Height",Furniture,Tables,1,0,0.043983247,Low
"Chromcraft Training Table, Fully Assembled",Furniture,Tables,2,0,0.046982611,Low
"Chromcraft Training Table, Rectangular",Furniture,Tables,3,0,0.047096425,Low
"Chromcraft Training Table, with Bottom Storage",Furniture,Tables,3,0,0.042470841,Low
"Chromcraft Wood Table, Adjustable Height",Furniture,Tables,3,0,0.043446014,Low
"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,3,0,0.043095726,Low
"Chromcraft Wood Table, Rectangular",Furniture,Tables,3,0,0.047264406,Low
"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,5,1,0.042245882,Low
Cisco 8961 IP Phone Charcoal,Technology,Machines,1,0,0.04238206,Low
Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,6,0,0.048228703,Low
Cisco 9971 IP Video Phone Charcoal,Technology,Machines,2,0,0.045645182,Low
"Cisco Audio Dock, Cordless",Technology,Phones,17,0,0.044267803,Low
"Cisco Audio Dock, Full Size",Technology,Phones,23,0,0.045253721,Low
"Cisco Audio Dock, VoIP",Technology,Phones,17,0,0.043396319,Low
"Cisco Audio Dock, with Caller ID",Technology,Phones,19,1,0.046433529,Low
Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,2,1,0.040019925,Low
Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,Machines,1,0,0.038776128,Low
"Cisco Headset, Cordless",Technology,Phones,20,2,0.047279516,Low
"Cisco Headset, Full Size",Technology,Phones,17,0,0.045066393,Low
"Cisco Headset, VoIP",Technology,Phones,13,0,0.044853752,Low
"Cisco Headset, with Caller ID",Technology,Phones,25,2,0.046302804,Low
Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,4,0,0.052862863,Low
Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,3,2,0.051544796,Low
"Cisco Office Telephone, Cordless",Technology,Phones,16,0,0.045825143,Low
"Cisco Office Telephone, Full Size",Technology,Phones,14,1,0.044076895,Low
"Cisco Office Telephone, VoIP",Technology,Phones,26,0,0.046190852,Low
"Cisco Office Telephone, with Caller ID",Technology,Phones,17,0,0.044123017,Low
Cisco SPA 501G IP Phone,Technology,Phones,1,0,0.046634681,Low
Cisco SPA 502G IP Phone,Technology,Phones,5,0,0.049465163,Low
Cisco SPA112 2 Port Phone Adapter,Technology,Phones,3,0,0.04914754,Low
Cisco SPA301,Technology,Phones,9,1,0.048514509,Low
Cisco SPA508G,Technology,Phones,5,0,0.052304504,Low
Cisco SPA525G2 5-Line IP Phone,Technology,Machines,1,0,0.045369562,Low
Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,5,0,0.051875019,Low
"Cisco Signal Booster, Cordless",Technology,Phones,17,1,0.04565308,Low
"Cisco Signal Booster, Full Size",Technology,Phones,21,2,0.045360234,Low
"Cisco Signal Booster, VoIP",Technology,Phones,27,3,0.046800092,Low
"Cisco Signal Booster, with Caller ID",Technology,Phones,26,0,0.046084252,Low
Cisco Small Business SPA 502G VoIP phone,Technology,Phones,4,0,0.052273709,Low
"Cisco Smart Phone, Cordless",Technology,Phones,27,2,0.043416818,Low
"Cisco Smart Phone, Full Size",Technology,Phones,38,2,0.045042255,Low
"Cisco Smart Phone, with Caller ID",Technology,Phones,27,0,0.045411685,Low
"Cisco Speaker Phone, Cordless",Technology,Phones,20,0,0.044983393,Low
"Cisco Speaker Phone, Full Size",Technology,Phones,22,0,0.047225592,Low
"Cisco Speaker Phone, VoIP",Technology,Phones,25,2,0.044874803,Low
"Cisco Speaker Phone, with Caller ID",Technology,Phones,25,1,0.045117821,Low
Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines,1,0,0.032764725,Low
Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,6,1,0.051422135,Low
Clarity 53712,Technology,Phones,4,1,0.046126683,Low
Classic Ivory Antique Telephone ZL1810,Technology,Phones,2,0,0.050132663,Low
Clear Mylar Reinforcing Strips,Office Supplies,Binders,7,0,0.051174509,Low
ClearOne CHATAttach 160 - speaker phone,Technology,Phones,4,0,0.050084311,Low
ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,4,0,0.050703069,Low
ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,6,1,0.05374756,Low
Clearsounds A400,Technology,Phones,3,0,0.054276329,Low
Col-Erase Pencils with Erasers,Office Supplies,Art,2,0,0.047524964,Low
Color-Coded Legal Exhibit Labels,Office Supplies,Labels,2,0,0.053504899,Low
Colored Envelopes,Office Supplies,Envelopes,5,0,0.046621614,Low
Colored Push Pins,Office Supplies,Fasteners,5,1,0.039369387,Low
Coloredge Poster Frame,Furniture,Furnishings,6,0,0.047806283,Low
Colorific Watercolor Pencils,Office Supplies,Art,3,1,0.050720917,Low
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,7,0,0.040492122,Low
Compact Automatic Electric Letter Opener,Office Supplies,Supplies,8,1,0.050628981,Low
"Companion Letter/Legal File, Black",Office Supplies,Storage,5,0,0.045858207,Low
Computer Printout Index Tabs,Office Supplies,Binders,4,0,0.048588015,Low
Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,1,0,0.036091898,Low
Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,7,2,0.044947116,Low
"Computer Room Manger, 14""",Furniture,Furnishings,7,0,0.049848434,Low
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,4,0,0.038010082,Low
Contemporary Borderless Frame,Furniture,Furnishings,2,0,0.042126631,Low
Contemporary Wood/Metal Frame,Furniture,Furnishings,4,0,0.052572242,Low
"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,5,0,0.045562237,Low
"Contract Clock, 14"", Brown",Furniture,Furnishings,5,0,0.051516495,Low
Convenience Packs of Business Envelopes,Office Supplies,Envelopes,6,0,0.04847458,Low
Crate-A-Files,Office Supplies,Storage,7,0,0.045237732,Low
"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,7,1,0.051610603,Low
Crayola Colored Pencils,Office Supplies,Art,11,0,0.051532471,Low
Cubify CubeX 3D Printer Double Head Print,Technology,Machines,3,1,0.041776538,Low
Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,1,0,0.04383613,Low
"Cuisinart Blender, Black",Office Supplies,Appliances,14,1,0.03472667,Low
"Cuisinart Blender, Red",Office Supplies,Appliances,11,0,0.034773163,Low
"Cuisinart Blender, Silver",Office Supplies,Appliances,11,1,0.034628723,Low
"Cuisinart Blender, White",Office Supplies,Appliances,10,1,0.033631722,Low
"Cuisinart Coffee Grinder, Black",Office Supplies,Appliances,13,1,0.033590633,Low
"Cuisinart Coffee Grinder, Red",Office Supplies,Appliances,13,0,0.033861432,Low
"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances,14,2,0.034401425,Low
"Cuisinart Coffee Grinder, White",Office Supplies,Appliances,10,0,0.035225147,Low
"Cuisinart Microwave, Black",Office Supplies,Appliances,12,1,0.034484307,Low
"Cuisinart Microwave, Red",Office Supplies,Appliances,9,0,0.03364748,Low
"Cuisinart Microwave, Silver",Office Supplies,Appliances,10,1,0.035474071,Low
"Cuisinart Microwave, White",Office Supplies,Appliances,12,1,0.033981536,Low
"Cuisinart Refrigerator, Black",Office Supplies,Appliances,9,0,0.032866811,Low
"Cuisinart Refrigerator, Red",Office Supplies,Appliances,8,0,0.036007257,Low
"Cuisinart Refrigerator, Silver",Office Supplies,Appliances,10,1,0.035345992,Low
"Cuisinart Refrigerator, White",Office Supplies,Appliances,6,0,0.036679533,Low
"Cuisinart Stove, Black",Office Supplies,Appliances,8,0,0.036434814,Low
"Cuisinart Stove, Red",Office Supplies,Appliances,11,1,0.036372908,Low
"Cuisinart Stove, Silver",Office Supplies,Appliances,12,0,0.035740887,Low
"Cuisinart Stove, White",Office Supplies,Appliances,12,1,0.036468315,Low
"Cuisinart Toaster, Black",Office Supplies,Appliances,6,1,0.034471113,Low
"Cuisinart Toaster, Red",Office Supplies,Appliances,11,0,0.034378721,Low
"Cuisinart Toaster, Silver",Office Supplies,Appliances,10,0,0.033205747,Low
"Cuisinart Toaster, White",Office Supplies,Appliances,12,0,0.035575639,Low
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,6,1,0.050452921,Low
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,5,0,0.043179935,Low
DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,8,2,0.049723216,Low
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,7,0,0.048452713,Low
DAX Clear Channel Poster Frame,Furniture,Furnishings,3,0,0.054170199,Low
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,5,0,0.048120318,Low
"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,5,0,0.053504112,Low
DAX Cubicle Frames - 8x10,Furniture,Furnishings,5,0,0.051859103,Low
"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,4,0,0.052207247,Low
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,5,0,0.046257096,Low
"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,5,1,0.051231184,Low
DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,5,0,0.04918172,Low
DAX Solid Wood Frames,Furniture,Furnishings,3,0,0.045308412,Low
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,8,0,0.04942426,Low
DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,6,0,0.051346788,Low
"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,10,1,0.047064395,Low
DAX Wood Document Frame,Furniture,Furnishings,9,1,0.051450623,Low
DAX Wood Document Frame.,Furniture,Furnishings,4,0,0.056628797,Low
DIXON Oriole Pencils,Office Supplies,Art,6,0,0.048700394,Low
DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,7,0,0.053028343,Low
DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,11,1,0.047506075,Low
DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,6,1,0.047249958,Low
DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,10,0,0.047636502,Low
"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,4,1,0.051792877,Low
DYMO CardScan Personal V9 Business Card Scanner,Technology,Machines,3,0,0.043052043,Low
"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,4,0,0.048264674,Low
Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,6,1,0.045989041,Low
Dana Swing-Arm Lamps,Furniture,Furnishings,7,0,0.050174579,Low
"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,12,2,0.042306483,Low
"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,19,1,0.040634409,Low
"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,20,2,0.040497326,Low
"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,13,0,0.043191099,Low
"Dania Classic Bookcase, Metal",Furniture,Bookcases,15,2,0.040887493,Low
"Dania Classic Bookcase, Mobile",Furniture,Bookcases,19,0,0.040671244,Low
"Dania Classic Bookcase, Pine",Furniture,Bookcases,22,0,0.040788622,Low
"Dania Classic Bookcase, Traditional",Furniture,Bookcases,16,0,0.041263536,Low
"Dania Corner Shelving, Metal",Furniture,Bookcases,22,1,0.039024688,Low
"Dania Corner Shelving, Mobile",Furniture,Bookcases,17,0,0.040407457,Low
"Dania Corner Shelving, Pine",Furniture,Bookcases,20,2,0.042665203,Low
"Dania Corner Shelving, Traditional",Furniture,Bookcases,20,0,0.041712337,Low
"Dania Floating Shelf Set, Metal",Furniture,Bookcases,19,0,0.040932615,Low
"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,15,0,0.041570487,Low
"Dania Floating Shelf Set, Pine",Furniture,Bookcases,11,0,0.04376183,Low
"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,17,0,0.04186442,Low
"Dania Library with Doors, Metal",Furniture,Bookcases,19,1,0.039964167,Low
"Dania Library with Doors, Mobile",Furniture,Bookcases,18,1,0.041932089,Low
"Dania Library with Doors, Pine",Furniture,Bookcases,20,3,0.042121461,Low
"Dania Library with Doors, Traditional",Furniture,Bookcases,24,2,0.039340838,Low
"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,18,0,0.04117314,Low
"Dania Stackable Bookrack, Pine",Furniture,Bookcases,32,2,0.041206632,Low
"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,24,1,0.040898512,Low
"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,5,1,0.051802082,Low
Dax Clear Box Frame,Furniture,Furnishings,6,0,0.048037918,Low
Decoflex Hanging Personal Folder File,Office Supplies,Storage,1,0,0.041365323,Low
"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,9,0,0.046422963,Low
"Deflect-O Clock, Black",Furniture,Furnishings,24,3,0.046031651,Low
"Deflect-O Clock, Duo Pack",Furniture,Furnishings,14,0,0.046454526,Low
"Deflect-O Clock, Durable",Furniture,Furnishings,27,2,0.046532839,Low
"Deflect-O Clock, Erganomic",Furniture,Furnishings,25,2,0.045835557,Low
"Deflect-O Door Stop, Black",Furniture,Furnishings,26,1,0.045328176,Low
"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,15,0,0.042587307,Low
"Deflect-O Door Stop, Durable",Furniture,Furnishings,15,0,0.044005784,Low
"Deflect-O Door Stop, Erganomic",Furniture,Furnishings,18,0,0.042826478,Low
"Deflect-O Frame, Black",Furniture,Furnishings,20,0,0.04642881,Low
"Deflect-O Frame, Duo Pack",Furniture,Furnishings,18,0,0.046923667,Low
"Deflect-O Frame, Durable",Furniture,Furnishings,23,1,0.04402646,Low
"Deflect-O Frame, Erganomic",Furniture,Furnishings,24,0,0.046167378,Low
Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,3,1,0.051239461,Low
"Deflect-O Light Bulb, Black",Furniture,Furnishings,20,2,0.045370319,Low
"Deflect-O Light Bulb, Duo Pack",Furniture,Furnishings,15,0,0.045634838,Low
"Deflect-O Light Bulb, Durable",Furniture,Furnishings,13,0,0.044426906,Low
"Deflect-O Light Bulb, Erganomic",Furniture,Furnishings,25,2,0.044940145,Low
"Deflect-O Photo Frame, Black",Furniture,Furnishings,17,1,0.04729224,Low
"Deflect-O Photo Frame, Duo Pack",Furniture,Furnishings,15,2,0.046550489,Low
"Deflect-O Photo Frame, Durable",Furniture,Furnishings,18,0,0.045456037,Low
"Deflect-O Photo Frame, Erganomic",Furniture,Furnishings,13,1,0.045478298,Low
"Deflect-O Stacking Tray, Black",Furniture,Furnishings,24,1,0.044049985,Low
"Deflect-O Stacking Tray, Durable",Furniture,Furnishings,21,1,0.044480629,Low
"Deflect-O Stacking Tray, Erganomic",Furniture,Furnishings,34,2,0.046249186,Low
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,5,0,0.04733255,Low
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,6,0,0.051296261,Low
"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,3,0,0.050597658,Low
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,9,0,0.050269149,Low
Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,7,0,0.050158211,Low
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,6,0,0.050287328,Low
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,4,0,0.049650388,Low
Dell Slim USB Multimedia Keyboard,Technology,Accessories,2,0,0.049970076,Low
Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,5,0,0.053274031,Low
Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,7,0,0.047400331,Low
Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,5,1,0.041766999,Low
Design Ebony Sketching Pencil,Office Supplies,Art,3,0,0.05217611,Low
Desktop 3-Pocket Hot File,Office Supplies,Storage,2,0,0.041763953,Low
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,Phones,3,0,0.049693603,Low
Digium D40 VoIP phone,Technology,Phones,9,0,0.052360155,Low
Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,4,1,0.036803542,Low
"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,4,1,0.055632461,Low
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,7,0,0.053434789,Low
Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,7,0,0.050140128,Low
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,2,0,0.04902363,Low
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,2,1,0.056442348,Low
"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,3,0,0.052715213,Low
Dixon Ticonderoga Pencils,Office Supplies,Art,3,0,0.053583738,Low
Document Clip Frames,Furniture,Furnishings,2,0,0.041201826,Low
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,8,0,0.055458935,Low
"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,9,0,0.043728332,Low
Durable Pressboard Binders,Office Supplies,Binders,2,0,0.047484063,Low
"Eaton Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,14,0,0.040902011,Low
"Eaton Cards & Envelopes, Multicolor",Office Supplies,Paper,14,0,0.044588197,Low
"Eaton Cards & Envelopes, Premium",Office Supplies,Paper,19,0,0.04150693,Low
"Eaton Cards & Envelopes, Recycled",Office Supplies,Paper,20,1,0.04091463,Low
"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,28,0,0.042452547,Low
"Eaton Computer Printout Paper, Multicolor",Office Supplies,Paper,20,0,0.041608965,Low
"Eaton Computer Printout Paper, Premium",Office Supplies,Paper,14,0,0.042991069,Low
"Eaton Computer Printout Paper, Recycled",Office Supplies,Paper,18,0,0.041463607,Low
"Eaton Memo Slips, 8.5 x 11",Office Supplies,Paper,15,0,0.039304264,Low
"Eaton Memo Slips, Multicolor",Office Supplies,Paper,21,1,0.0423926,Low
"Eaton Memo Slips, Premium",Office Supplies,Paper,17,0,0.041160862,Low
"Eaton Memo Slips, Recycled",Office Supplies,Paper,16,1,0.042516762,Low
"Eaton Message Books, 8.5 x 11",Office Supplies,Paper,21,0,0.040436993,Low
